year, GAP, DTIME, DOY, HRMIN, UST, TA, WD, WS, NEE, FC, SFC, H, SH, LE, SLE, FG, TS1, TSdepth1, TS2, TSdepth2, PREC, RH, PRESS, CO2, VPD, SWC1, SWC2, Rn, PAR, Rg, Rgdif, PARout, RgOut, Rgl, RglOut, H2O, RE, GPP, CO2top, CO2height, APAR, PARdif, APARpct, ZL
2008,0,247.25,247,600,0.211,27.07,39.75,2.34,0.749,0.742,0.008,-0.541,-6999,29.73,-6999,2.51,29.11,5,28.91,10,0,96.22,101,391.379,0.14,86.902,-6999,-65.04,0.9,0,-6999,-6999,4.11,-6999,-6999,31.331,-6999,-9999,391.379,2.6,-6999,-6999,-6999,-6999
2008,0,247.27083,247,630,0.228,27.12,35.22,2.328,-0.197,-0.148,-0.049,10.139,-6999,30.997,-6999,2.48,29.13,5,28.92,10,0,95.95,101,391.507,0.15,86.902,-6999,-52.12,30.4,15.5,-6999,-6999,5.65,-6999,-6999,31.323,-6999,1.164,391.507,2.6,-6999,-6999,-6999,-6999
2008,0,247.29167,247,700,0.295,27.57,33.08,2.248,-0.022,0.064,-0.086,12.705,-6999,68.109,-6999,2.43,29.18,5,28.97,10,0,93.66,101.101,390.656,0.23,86.902,-6999,8.26,158.3,79.8,-6999,-6999,10.29,-6999,-6999,31.27,-6999,1.014,390.656,2.6,-6999,-6999,-6999,-6999
2008,0,247.3125,247,730,0.329,28.27,50.39,3.12,-0.181,-0.073,-0.107,16.135,-6999,84.832,-6999,2.37,29.24,5,29.04,10,0,88.67,101.101,389.162,0.43,86.902,-6999,106.8,376.7,185.1,-6999,-6999,19,-6999,-6999,30.696,-6999,1.204,389.162,2.6,-6999,-6999,-6999,-6999
2008,0,247.33333,247,800,0.319,28.93,52.8,3.645,-0.043,0.037,-0.079,12.357,-6999,95.382,-6999,2.3,29.26,5,29.06,10,0,83.4,101.101,387.295,0.66,86.902,-6999,222.7,620.8,302.8,-6999,-6999,23.401,-6999,-6999,29.907,-6999,1.087,387.295,2.6,-6999,-6999,-6999,-6999
2008,0,247.35417,247,830,0.41,29.31,61.62,3.927,0.218,0.26,-0.042,17.007,-6999,136.398,-6999,2.23,29.25,5,29.06,10,0,79,101.101,385.923,0.86,86.902,-6999,326.4,827,399.1,-6999,-6999,18.101,-6999,-6999,28.908,-6999,0.843,385.923,2.6,-6999,-6999,-6999,-6999
2008,0,247.375,247,900,0.351,29.63,58.75,4.442,-0.14,-0.165,0.025,14.947,-6999,131.269,-6999,2.15,29.23,5,29.04,10,0,75.56,101.2,385.188,1.01,86.902,-6999,439.3,1048,503.6,-6999,-6999,12.101,-6999,-6999,28.095,-6999,1.221,385.188,2.6,-6999,-6999,-6999,-6999
2008,0,247.39583,247,930,0.337,29.88,62.89,4.038,-0.075,-0.162,0.087,14.712,-6999,122.65,-6999,2.06,29.21,5,29.02,10,0,74.24,101.2,385.619,1.09,86.902,-6999,514.9,1191,569.8,-6999,-6999,7.1,-6999,-6999,27.98,-6999,1.182,385.619,2.6,-6999,-6999,-6999,-6999
2008,0,247.41667,247,1000,0.376,30.16,60.43,3.675,-1.99,-1.775,-0.214,17.657,-6999,159.982,-6999,1.98,29.18,5,28.99,10,0,73.97,101.2,387.124,1.11,86.902,-6999,558.3,1278,610.3,-6999,-6999,6,-6999,-6999,28.31,-6999,3.129,387.124,2.6,-6999,-6999,-6999,-6999
2008,0,247.4375,247,1030,0.335,30.5,62.69,4.052,-0.824,-0.758,-0.065,21.797,-6999,137.684,-6999,1.89,29.18,5,28.99,10,0,71.23,101.2,383.403,1.26,86.902,-6999,674.9,1504,715,-6999,-6999,-9999,-6999,-6999,27.774,-6999,1.992,383.403,2.6,-6999,-6999,-6999,-6999
2008,0,247.45833,247,1100,0.444,30.8,69.49,4.618,-0.111,-0.126,0.015,10.976,-6999,257.974,-6999,1.81,29.18,5,28.99,10,0,69.66,101.2,382.267,1.35,86.939,-6999,728,1602,762,-6999,-6999,-9999,-6999,-6999,27.621,-6999,1.292,382.267,2.6,-6999,-6999,-6999,-6999
2008,0,247.47917,247,1130,0.43,31,76.9,5.261,-0.302,-0.316,0.015,13.872,-6999,241.443,-6999,1.73,29.17,5,28.98,10,0,66.59,101.2,382.514,1.5,86.939,-6999,816,1809,858,-6999,-6999,-9999,-6999,-6999,26.681,-6999,1.495,382.514,2.6,-6999,-6999,-6999,-6999
2008,0,247.5,247,1200,0.424,31.13,76.5,5.161,0.236,0.221,0.016,21.838,-6999,260.242,-6999,1.67,29.15,5,28.96,10,0,66.12,101.101,382.768,1.53,86.902,-6999,884,1951,927,-6999,-6999,-9999,-6999,-6999,26.705,-6999,0.98,382.768,2.6,-6999,-6999,-6999,-6999
2008,0,247.52083,247,1230,0.378,31.34,80,5.128,0.1,0.069,0.031,6.848,-6999,300.521,-6999,1.62,29.15,5,28.97,10,0,63.51,101.101,383.032,1.67,86.717,-6999,912,2003,955,-6999,-6999,-9999,-6999,-6999,25.958,-6999,1.133,383.032,2.6,-6999,-6999,-6999,-6999
2008,0,247.54167,247,1300,0.375,31.63,84.6,4.794,-0.315,-0.306,-0.008,18.788,-6999,257.161,-6999,1.57,29.16,5,28.98,10,0,59.81,101.101,383.572,1.87,86.717,-6999,888,1964,935,-6999,-6999,-9999,-6999,-6999,24.827,-6999,1.555,383.572,2.6,-6999,-6999,-6999,-6999
2008,0,247.5625,247,1330,0.346,31.68,80.9,4.344,-0.145,-0.158,0.014,12.113,-6999,233.672,-6999,1.54,29.15,5,28.97,10,0,59.9,101.101,383.424,1.87,86.717,-6999,853,1893,901,-6999,-6999,-9999,-6999,-6999,24.943,-6999,1.406,383.424,2.6,-6999,-6999,-6999,-6999
2008,0,247.58333,247,1400,0.348,31.84,80,4.145,-0.051,-0.044,-0.006,12.358,-6999,241.504,-6999,1.53,29.13,5,28.95,10,0,60.15,101.101,383.66,1.88,86.717,-6999,807,1786,852,-6999,-6999,-9999,-6999,-6999,25.263,-6999,1.309,383.66,2.6,-6999,-6999,-6999,-6999
2008,0,247.60417,247,1430,0.356,31.81,72.6,4.289,-0.568,-0.598,0.031,15.642,-6999,227.13,-6999,1.53,29.1,5,28.91,10,0,60.88,101.101,383.54,1.84,86.717,-6999,632.4,1435,678.6,-6999,-6999,-9999,-6999,-6999,25.525,-6999,1.847,383.54,2.6,-6999,-6999,-6999,-6999
2008,0,247.625,247,1500,0.348,32.14,58.43,4.027,-0.159,-0.193,0.034,17.554,-6999,262.581,-6999,1.54,29.09,5,28.89,10,0,59.18,101,384.075,1.96,86.717,-6999,643.3,1459,697.5,-6999,-6999,-9999,-6999,-6999,25.299,-6999,1.439,384.075,2.6,-6999,-6999,-6999,-6999
2008,0,247.64583,247,1530,0.468,32.14,62.69,4.167,0.046,0.047,-0.001,17.864,-6999,327.214,-6999,1.57,29.07,5,28.88,10,0,59.95,101,384.666,1.92,86.643,-6999,577.8,1326,637.5,-6999,-6999,-9999,-6999,-6999,25.634,-6999,1.256,384.666,2.6,-6999,-6999,-6999,-6999
2008,0,247.66667,247,1600,0.408,32.39,60.48,4.902,-0.156,-0.159,0.004,12.185,-6999,308.871,-6999,1.61,29.08,5,28.88,10,0,58.74,101,384.648,2.01,86.643,-6999,528.3,1212,588.5,-6999,-6999,-9999,-6999,-6999,25.459,-6999,1.448,384.648,2.6,-6999,-6999,-6999,-6999
2008,0,247.6875,247,1630,0.409,32.311,68.42,4.96,0.082,0.149,-0.066,17.115,-6999,275.242,-6999,1.67,29.08,5,28.89,10,0,57.51,101,384.704,2.06,86.643,-6999,348.8,858,412.6,-6999,-6999,-9999,-6999,-6999,24.81,-6999,1.175,384.704,2.6,-6999,-6999,-6999,-6999
2008,0,247.70833,247,1700,0.417,31.72,91.8,4.778,-0.292,-0.294,0.003,17.178,-6999,280.153,-6999,1.73,29.08,5,28.91,10,0,62.45,101,383.541,1.76,86.606,-6999,222.6,609,291.6,-6999,-6999,-9999,-6999,-6999,26.086,-6999,1.514,383.541,2.6,-6999,-6999,-6999,-6999
2008,0,247.72917,247,1730,0.324,31.33,87.7,5.034,0.128,0.074,0.055,5.35,-6999,195.103,-6999,1.81,29.09,5,28.92,10,0,64.541,101,383.587,1.62,86.606,-6999,138.2,458,222.8,-6999,-6999,11.5,-6999,-6999,26.387,-6999,1.07,383.587,2.6,-6999,-6999,-6999,-6999
2008,0,247.75,247,1800,0.341,31.13,74.4,4.412,0.829,0.81,0.019,-1.42,-6999,193.603,-6999,1.89,29.06,5,28.89,10,0,62.3,101,384.53,1.71,86.606,-6999,39.13,241.5,120.6,-6999,-6999,3.4,-6999,-6999,25.187,-6999,0.338,384.53,2.6,-6999,-6999,-6999,-6999
2008,0,247.77083,247,1830,0.345,30.67,72.4,4.161,1.732,1.689,0.043,-8.215,-6999,237.507,-6999,1.98,29,5,28.83,10,0,65.74,101,384.848,1.51,86.606,-6999,-54.19,66.8,31.7,-6999,-6999,8.58,-6999,-6999,25.927,-6999,-0.588,384.848,2.6,-6999,-6999,-6999,-6999
2008,0,247.79167,247,1900,0.316,30.37,74.2,4.002,0.431,0.407,0.025,4.07,-6999,112.513,-6999,2.06,29.01,5,28.84,10,0,67.63,101,385.592,1.4,86.68,-6999,-78.5,5.4,2.7,-6999,-6999,-9999,-6999,-6999,26.235,-6999,-9999,385.592,2.6,-6999,-6999,-6999,-6999
2008,0,247.8125,247,1930,0.358,29.94,59.33,3.675,0.757,0.706,0.052,0.885,-6999,122.29,-6999,2.15,29.04,5,28.87,10,0,71.4,101,386.025,1.21,86.68,-6999,-75,0,0,-6999,-6999,4.8,-6999,-6999,27.057,-6999,-9999,386.025,2.6,-6999,-6999,-6999,-6999
2008,0,247.83333,247,2000,0.349,29.32,51.32,3.75,0.915,1.014,-0.099,-1.861,-6999,124.138,-6999,2.23,29.06,5,28.89,10,0,75.42,101,386.92,1,86.68,-6999,-75.7,0,0,-6999,-6999,4.77,-6999,-6999,27.638,-6999,-9999,386.92,2.6,-6999,-6999,-6999,-6999
2008,0,247.85417,247,2030,0.282,29.09,56.37,4.312,1.003,0.977,0.026,0.559,-6999,98.32,-6999,2.3,29.07,5,28.91,10,0,75.19,101,385.197,1,86.68,-6999,-76,0,0,-6999,-6999,4.63,-6999,-6999,27.216,-6999,-9999,385.197,2.6,-6999,-6999,-6999,-6999
2008,0,247.875,247,2100,0.248,28.9,51.27,3.064,0.75,0.698,0.052,-0.86,-6999,80.326,-6999,2.38,29.07,5,28.9,10,0,78.41,101,385.645,0.86,86.68,-6999,-75.5,0,0,-6999,-6999,4.92,-6999,-6999,28.097,-6999,-9999,385.645,2.6,-6999,-6999,-6999,-6999
2008,0,247.89583,247,2130,0.275,28.57,39.46,2.819,0.702,0.763,-0.06,0.473,-6999,80.451,-6999,2.46,29.07,5,28.89,10,0,82.69,101,386.537,0.68,86.68,-6999,-75.9,0,0,-6999,-6999,5,-6999,-6999,29.128,-6999,-9999,386.537,2.6,-6999,-6999,-6999,-6999
2008,0,247.91667,247,2200,0.264,28.32,39.6,2.875,0.931,0.932,-0.001,0.824,-6999,74.351,-6999,2.52,29.09,5,28.91,10,0,85.48,101,385.487,0.56,86.68,-6999,-75,0,0,-6999,-6999,4.93,-6999,-6999,29.711,-6999,-9999,385.487,2.6,-6999,-6999,-6999,-6999
2008,0,247.9375,247,2230,0.243,28.23,42.55,2.958,0.801,0.747,0.054,0.584,-6999,55.991,-6999,2.58,29.11,5,28.92,10,0,86.71,101,385.47,0.51,86.68,-6999,-72,0,0,-6999,-6999,4.73,-6999,-6999,29.991,-6999,-9999,385.47,2.6,-6999,-6999,-6999,-6999
2008,0,247.95833,247,2300,0.311,28.09,47.08,2.902,0.885,0.926,-0.04,0.294,-6999,80.667,-6999,2.63,29.11,5,28.92,10,0,87.79,101,386.404,0.46,86.68,-6999,-75.2,0,0,-6999,-6999,4.96,-6999,-6999,30.143,-6999,-9999,386.404,2.6,-6999,-6999,-6999,-6999
2008,0,247.97917,247,2330,0.268,27.96,48.65,3.238,0.989,0.971,0.018,-0.2,-6999,62.665,-6999,2.67,29.13,5,28.94,10,0,87.81,101,385.694,0.46,86.643,-6999,-76,0,0,-6999,-6999,4.9,-6999,-6999,29.951,-6999,-9999,385.694,2.6,-6999,-6999,-6999,-6999
2008,0,248,248,0,0.226,27.82,45.45,2.838,0.775,0.769,0.006,0.59,-6999,59.42,-6999,2.71,29.13,5,28.93,10,0,87.41,100.9,385.993,0.47,86.643,-6999,-76.9,0,0,-6999,-6999,-9999,-6999,-6999,29.622,-6999,-9999,385.993,2.6,-6999,-6999,-6999,-6999
2008,0,248.02083,248,30,0.206,27.66,40.48,2.39,0.572,0.485,0.087,-0.506,-6999,44.453,-6999,2.75,29.13,5,28.93,10,0,88.62,100.9,386.088,0.42,86.643,-6999,-76.4,0,0,-6999,-6999,-9999,-6999,-6999,29.772,-6999,-9999,386.088,2.6,-6999,-6999,-6999,-6999
2008,0,248.04167,248,100,0.201,27.51,32.12,2.158,0.925,0.876,0.05,-1.205,-6999,42.099,-6999,2.78,29.14,5,28.93,10,0,89.31,100.9,387.58,0.39,86.643,-6999,-74.1,0,0,-6999,-6999,-9999,-6999,-6999,29.77,-6999,-9999,387.58,2.6,-6999,-6999,-6999,-6999
2008,0,248.0625,248,130,0.22,27.41,34.23,1.957,0.755,0.805,-0.05,-1.843,-6999,45.127,-6999,2.81,29.14,5,28.94,10,0,90.26,100.9,388.43,0.36,86.606,-6999,-72.4,0,0,-6999,-6999,-9999,-6999,-6999,29.939,-6999,-9999,388.43,2.6,-6999,-6999,-6999,-6999
2008,0,248.08333,248,200,0.227,27.38,23.68,2.293,1.143,1.172,-0.028,-1.82,-6999,49.553,-6999,2.85,29.15,5,28.94,10,0,90.37,100.801,387.553,0.35,86.606,-6999,-66.88,0,0,-6999,-6999,4.68,-6999,-6999,29.952,-6999,-9999,387.553,2.6,-6999,-6999,-6999,-6999
2008,0,248.10417,248,230,0.249,27.42,31.25,2.261,1.315,1.309,0.006,-1.086,-6999,66.01,-6999,2.88,29.18,5,28.96,10,0,89.79,100.801,387.06,0.37,86.606,-6999,-64.319,0,0,-6999,-6999,4.5,-6999,-6999,29.832,-6999,-9999,387.06,2.6,-6999,-6999,-6999,-6999
2008,0,248.125,248,300,0.238,27.47,35.48,2.4,1.225,1.261,-0.036,-1.303,-6999,57.512,-6999,2.91,29.2,5,28.99,10,0,87.72,100.801,387.163,0.45,86.606,-6999,-47.42,0,0,-6999,-6999,3.37,-6999,-6999,29.217,-6999,-9999,387.163,2.6,-6999,-6999,-6999,-6999
2008,0,248.14583,248,330,0.258,27.59,39.1,2.379,1.108,1.096,0.012,-1.306,-6999,57.889,-6999,2.92,29.21,5,28.99,10,0,86.56,100.801,386.525,0.5,86.568,-6999,-56.2,0,0,-6999,-6999,3.93,-6999,-6999,29.009,-6999,-9999,386.525,2.6,-6999,-6999,-6999,-6999
2008,0,248.16667,248,400,0.222,27.44,31.77,2.361,0.864,0.919,-0.055,-2.922,-6999,51.592,-6999,2.93,29.19,5,28.97,10,0,87.92,100.801,386.732,0.44,86.568,-6999,-60.69,0,0,-6999,-6999,4.26,-6999,-6999,29.228,-6999,-9999,386.732,2.6,-6999,-6999,-6999,-6999
2008,-1,248.1875,248,430,0.03,27.24,35.18,2.109,0.892,-9999,2.458,0,-6999,42.065,-6999,2.93,29.19,5,28.96,10,0,88.69,100.801,385.765,0.41,86.568,-6999,-65.16,0,0,-6999,-6999,4.62,-6999,-6999,29.181,-6999,-9999,385.765,2.6,-6999,-6999,-6999,-6999
2008,0,248.20833,248,500,0.154,26.75,45.5,3.094,0.846,-0.955,-2.345,0.897,-6999,45.908,-6999,2.92,29.17,5,28.95,10,3.556,90.01,101,428.059,0.35,86.606,-6999,-42.23,0,0,-6999,-6999,4.01,-6999,-6999,28.829,-6999,-9999,428.059,2.6,-6999,-6999,-6999,-6999
2008,0,248.22917,248,530,0.107,25.11,95.7,1.805,0.878,-10.955,-1.26,1.458,-6999,48.313,-6999,2.89,29.09,5,28.87,10,0,95.08,101,387.788,0.16,86.606,-6999,-27.88,0,0,-6999,-6999,2.17,-6999,-6999,28.03,-6999,-9999,387.788,2.6,-6999,-6999,-6999,-6999
2008,0,248.25,248,600,0.134,25.92,77.3,0.494,0.895,-6.824,1.442,1.343,-6999,47.819,-6999,2.86,29.17,5,28.94,10,0,94.19,101,366.122,0.19,86.606,-6999,-30.83,0.7,0,-6999,-6999,3.52,-6999,-6999,28.914,-6999,-9999,366.122,2.6,-6999,-6999,-6999,-6999
2008,0,248.27083,248,630,0.211,26.09,191.2,0.952,0.431,21.265,1.231,1.872,-6999,50.087,-6999,2.81,29.23,5,28.99,10,0,96.18,101,390.923,0.13,86.606,-6999,-17.3,29.7,14,-6999,-6999,6.43,-6999,-6999,29.778,-6999,0.506,390.923,2.6,-6999,-6999,-6999,-6999
2008,0,248.29167,248,700,0.286,26.67,165.8,1.693,-0.17,0.912,-1.032,4.265,-6999,60.341,-6999,2.76,29.3,5,29.06,10,0,94.94,101,412.14,0.18,86.606,-6999,43.88,156.7,81.7,-6999,-6999,15.961,-6999,-6999,30.289,-6999,1.138,412.14,2.6,-6999,-6999,-6999,-6999
2008,0,248.3125,248,730,0.328,27.78,37.46,2.601,-0.84,-0.088,-0.751,26.768,-6999,82.148,-6999,2.7,29.37,5,29.13,10,0,87.28,101,394.31,0.47,86.606,-6999,141.6,357.1,181,-6999,-6999,17.5,-6999,-6999,29.492,-6999,1.831,394.31,2.6,-6999,-6999,-6999,-6999
2008,0,248.33333,248,800,0.346,28.47,27.87,3.294,-0.525,-0.497,-0.028,33.461,-6999,87.274,-6999,2.64,29.39,5,29.15,10,0,81.39,101,381.323,0.72,86.606,-6999,287.8,646.4,328.1,-6999,-6999,22,-6999,-6999,28.512,-6999,1.55,381.323,2.6,-6999,-6999,-6999,-6999
2008,0,248.35417,248,830,0.418,29.14,28.16,3.942,-0.038,0.035,-0.073,33.075,-6999,132.679,-6999,2.56,29.4,5,29.17,10,0,75.96,101,380.838,0.97,86.606,-6999,375.3,857,422.2,-6999,-6999,20,-6999,-6999,27.58,-6999,1.069,380.838,2.6,-6999,-6999,-6999,-6999
2008,0,248.375,248,900,0.404,29.31,32.36,4.726,-0.168,-0.138,-0.029,29.021,-6999,97.577,-6999,2.48,29.36,5,29.14,10,0,72.61,101,379.567,1.12,86.606,-6999,415.1,966,471.5,-6999,-6999,10.5,-6999,-6999,26.599,-6999,1.206,379.567,2.6,-6999,-6999,-6999,-6999
2008,0,248.39583,248,930,0.392,29.42,38.23,4.305,-0.4,-0.473,0.073,46.22,-6999,100.794,-6999,2.39,29.32,5,29.1,10,0,71.98,101,379.06,1.15,86.606,-6999,389.4,934,446.8,-6999,-6999,-9999,-6999,-6999,26.526,-6999,1.442,379.06,2.6,-6999,-6999,-6999,-6999
2008,0,248.41667,248,1000,0.447,29.27,30.29,4.111,-0.627,-0.689,0.062,68.766,-6999,122.732,-6999,2.3,29.26,5,29.04,10,0,74.65,101.101,380.315,1.03,86.606,-6999,472.2,1087,517.8,-6999,-6999,-9999,-6999,-6999,27.26,-6999,1.707,380.315,2.6,-6999,-6999,-6999,-6999
2008,0,248.4375,248,1030,0.478,29.83,53.22,4.54,0.158,0.154,0.004,76.35,-6999,157.919,-6999,2.22,29.3,5,29.08,10,0,71.99,101.101,381.388,1.18,86.643,-6999,659.9,1474,708,-6999,-6999,-9999,-6999,-6999,27.103,-6999,0.925,381.388,2.6,-6999,-6999,-6999,-6999
2008,0,248.45833,248,1100,0.516,30,52.92,4.67,-1.049,-0.977,-0.071,74.509,-6999,175.668,-6999,2.13,29.28,5,29.07,10,0,70.5,101,381.444,1.25,86.643,-6999,840,1858,897,-6999,-6999,-9999,-6999,-6999,26.813,-6999,2.141,381.444,2.6,-6999,-6999,-6999,-6999
2008,0,248.47917,248,1130,0.515,30.24,40.67,5.464,-0.444,-0.39,-0.053,68.41,-6999,159.89,-6999,2.05,29.28,5,29.07,10,0,66.45,101,380.196,1.44,86.606,-6999,895,1971,953,-6999,-6999,-9999,-6999,-6999,25.599,-6999,1.534,380.196,2.6,-6999,-6999,-6999,-6999
2008,0,248.5,248,1200,0.528,30.23,34.9,5.416,0.26,0.267,-0.006,64.071,-6999,196.384,-6999,1.99,29.24,5,29.03,10,0,64.481,100.9,379.26,1.53,86.606,-6999,881,1952,936,-6999,-6999,-9999,-6999,-6999,24.846,-6999,0.836,379.26,2.6,-6999,-6999,-6999,-6999
2008,0,248.52083,248,1230,0.518,30.37,33.56,5.606,0.04,0.05,-0.009,66.565,-6999,174.955,-6999,1.93,29.24,5,29.03,10,0,60.9,100.9,379.142,1.69,86.606,-6999,861,1920,918,-6999,-6999,-9999,-6999,-6999,23.648,-6999,1.072,379.142,2.6,-6999,-6999,-6999,-6999
2008,0,248.54167,248,1300,0.516,30.58,47.66,5.349,-0.386,-0.368,-0.017,54.172,-6999,208.317,-6999,1.89,29.25,5,29.04,10,0,59.67,100.9,378.974,1.77,86.717,-6999,829,1854,887,-6999,-6999,-9999,-6999,-6999,23.442,-6999,1.498,378.974,2.6,-6999,-6999,-6999,-6999
2008,0,248.5625,248,1330,0.463,30.68,66.87,4.916,-0.797,-0.794,-0.002,34.483,-6999,176.316,-6999,1.85,29.26,5,29.05,10,0,56.63,100.9,378.664,1.91,86.717,-6999,555.5,1296,623.9,-6999,-6999,-9999,-6999,-6999,22.365,-6999,1.898,378.664,2.6,-6999,-6999,-6999,-6999
2008,0,248.58333,248,1400,0.465,30.4,46.6,4.529,-0.665,-0.659,-0.006,24.772,-6999,188.7,-6999,1.83,29.25,5,29.04,10,0,59.06,100.801,378.621,1.78,86.717,-6999,343.7,866,416,-6999,-6999,15.601,-6999,-6999,22.993,-6999,1.759,378.621,2.6,-6999,-6999,-6999,-6999
2008,0,248.60417,248,1430,0.452,30.22,46.92,4.56,-0.13,-0.135,0.006,12.779,-6999,168.182,-6999,1.81,29.23,5,29.03,10,0,60.95,100.801,378.514,1.68,86.717,-6999,268.2,707,337.8,-6999,-6999,14.301,-6999,-6999,23.493,-6999,1.222,378.514,2.6,-6999,-6999,-6999,-6999
2008,0,248.625,248,1500,0.463,30.12,35.17,4.648,-0.238,-0.233,-0.005,21.687,-6999,198.555,-6999,1.83,29.22,5,29.02,10,0,62.03,100.7,378.606,1.62,86.717,-6999,211.7,581.4,275.4,-6999,-6999,11.1,-6999,-6999,23.801,-6999,1.337,378.606,2.6,-6999,-6999,-6999,-6999
2008,0,248.64583,248,1530,0.496,30.22,31.55,5.029,0.061,0.112,-0.05,29.273,-6999,118.914,-6999,1.85,29.23,5,29.03,10,0,62.78,100.7,378.51,1.6,86.717,-6999,299,738,349.3,-6999,-6999,-9999,-6999,-6999,24.226,-6999,1.036,378.51,2.6,-6999,-6999,-6999,-6999
2008,0,248.66667,248,1600,0.534,30.06,29.04,5.576,0.312,0.31,0.003,11.802,-6999,163.991,-6999,1.89,29.22,5,29.02,10,0,67.49,100.7,377.622,1.38,86.68,-6999,307.5,756,356.6,-6999,-6999,-9999,-6999,-6999,25.827,-6999,0.745,377.622,2.6,-6999,-6999,-6999,-6999
2008,0,248.6875,248,1630,0.422,29.52,25.08,5.502,0.225,0.217,0.008,0.53,-6999,116.841,-6999,1.93,29.17,5,28.98,10,0,68.05,100.7,377.669,1.32,86.68,-6999,117.9,376,176.3,-6999,-6999,6.5,-6999,-6999,25.295,-6999,0.812,377.669,2.6,-6999,-6999,-6999,-6999
2008,0,248.70833,248,1700,0.452,29.18,33.04,4.28,0.451,0.469,-0.018,1.475,-6999,109.337,-6999,1.98,29.15,5,28.97,10,0,68.47,100.601,377.803,1.28,86.68,-6999,36.67,208.5,98.8,-6999,-6999,7.701,-6999,-6999,25,-6999,0.584,377.803,2.6,-6999,-6999,-6999,-6999
2008,0,248.72917,248,1730,0.513,29.08,53.42,4.364,0.849,0.837,0.013,-4.124,-6999,143.547,-6999,2.04,29.16,5,28.98,10,0,69.64,100.601,377.484,1.22,86.606,-6999,21.05,175,83.4,-6999,-6999,5.401,-6999,-6999,25.311,-6999,0.171,377.484,2.6,-6999,-6999,-6999,-6999
2008,0,248.75,248,1800,0.472,28.92,62.53,4.795,0.813,0.881,-0.068,-7.16,-6999,115.987,-6999,2.09,29.17,5,28.98,10,0,68.71,100.601,377.703,1.25,86.606,-6999,-6.46,110.6,54.1,-6999,-6999,5.14,-6999,-6999,24.757,-6999,0.201,377.703,2.6,-6999,-6999,-6999,-6999
2008,0,248.77083,248,1830,0.431,28.7,122.4,4.647,1.162,1.098,0.065,-3.895,-6999,91.294,-6999,2.15,29.17,5,28.98,10,0,72.18,100.601,376.515,1.09,86.606,-6999,-41.03,25.8,14.1,-6999,-6999,4.99,-6999,-6999,25.695,-6999,-0.156,376.515,2.6,-6999,-6999,-6999,-6999
2008,0,248.79167,248,1900,0.402,28.47,289.3,4.36,0.759,0.743,0.016,-3.109,-6999,111.07,-6999,2.21,29.19,5,29.01,10,0,76.31,100.601,377.642,0.92,86.606,-6999,-39.46,2.5,4.2,-6999,-6999,4.77,-6999,-6999,26.839,-6999,-9999,377.642,2.6,-6999,-6999,-6999,-6999
2008,0,248.8125,248,1930,0.401,28.32,107.9,4.29,0.876,0.806,0.07,-1.479,-6999,97.71,-6999,2.26,29.19,5,29,10,0,74.89,100.601,377.917,0.97,86.568,-6999,-44.31,0,0,-6999,-6999,2.76,-6999,-6999,26.133,-6999,-9999,377.917,2.6,-6999,-6999,-6999,-6999
2008,0,248.83333,248,2000,0.471,27.98,68.49,3.712,0.962,1.066,-0.104,-1.946,-6999,85.322,-6999,2.31,29.19,5,29,10,0,76.9,100.5,379.132,0.87,86.531,-6999,-38.38,0,0,-6999,-6999,2.49,-6999,-6999,26.393,-6999,-9999,379.132,2.6,-6999,-6999,-6999,-6999
2008,0,248.85417,248,2030,0.546,27.98,229.8,4.428,0.524,0.432,0.092,-2.787,-6999,104.319,-6999,2.36,29.2,5,29.01,10,0,78.45,100.5,377.325,0.81,86.568,-6999,-34.81,0,0,-6999,-6999,2.29,-6999,-6999,26.919,-6999,-9999,377.325,2.6,-6999,-6999,-6999,-6999
2008,0,248.875,248,2100,0.456,27.73,185.1,5.324,1.151,1.123,0.029,-6.758,-6999,79.517,-6999,2.41,29.2,5,29,10,0,79.36,100.601,378.915,0.77,86.531,-6999,-44.87,0,0,-6999,-6999,2.68,-6999,-6999,26.856,-6999,-9999,378.915,2.6,-6999,-6999,-6999,-6999
2008,0,248.89583,248,2130,0.439,27.65,230.1,4.658,0.983,0.982,0.001,-6.639,-6999,70.78,-6999,2.45,29.21,5,29.01,10,0,78.09,100.601,379.406,0.81,86.568,-6999,-44.55,0,0,-6999,-6999,2.79,-6999,-6999,26.296,-6999,-9999,379.406,2.6,-6999,-6999,-6999,-6999
2008,0,248.91667,248,2200,0.441,27.59,277.4,4.282,0.927,0.911,0.016,-5.892,-6999,70.242,-6999,2.49,29.22,5,29.02,10,0,79.32,100.7,379.423,0.76,86.531,-6999,-42.64,0,0,-6999,-6999,2.75,-6999,-6999,26.61,-6999,-9999,379.423,2.6,-6999,-6999,-6999,-6999
2008,0,248.9375,248,2230,0.405,27.43,314.1,4.512,0.777,0.732,0.045,-5.853,-6999,59.421,-6999,2.53,29.21,5,29.01,10,0,80.44,100.7,379.684,0.71,86.531,-6999,-44.44,0,0,-6999,-6999,2.79,-6999,-6999,26.761,-6999,-9999,379.684,2.6,-6999,-6999,-6999,-6999
2008,0,248.95833,248,2300,0.355,27.3,300.9,4.01,0.577,0.557,0.021,-5.351,-6999,43.257,-6999,2.56,29.22,5,29.01,10,0,80.81,100.601,380.454,0.7,86.68,-6999,-44.15,0,0,-6999,-6999,2.86,-6999,-6999,26.735,-6999,-9999,380.454,2.6,-6999,-6999,-6999,-6999
